municipality,m2_price,population,pop_density,size,avg_income,homes_per_capita,unemp_rate,net_labor_participation,multy_family,distance_to_urban_center,station_count,traffic,has_station,log_traffic,log_avg_income,log_distance,log_homes_per_capita,log_multy_family,log_m2_price,c_log_multy_fam,c_log_traffic,c_log_distance,traffic_x_multy_fam,traffic_x_distance,traffic_x_c_multy_fam,traffic_x_c_distance
Sliedrecht,3316.5904761904762,26184.0,2038.0,1285.0,33.9,0.42823861900397187,3.1,75.0,38.464282529207175,22.83938977504246,2,224,1,5.4116460518550396,3.5234150143864045,3.1284866670509666,-0.8480747177201358,3.649730084175054,8.106692569217797,0.47935824096483204,0.2290151989417133,-0.22881752494428786,19.75104740036249,16.930262520027494,0.10978032291891075,-0.05240269099646653
Soest,4099.495867768595,47439.0,1026.0,4625.0,39.5,0.4469318493222876,3.2,72.9,35.27497405905103,13.89385108831,3,177,1,5.176149732573829,3.676300671907076,2.631446374515687,-0.8053491583583832,3.563173762346716,8.318619286051481,0.392801919136494,-0.006481120339497437,-0.7258578174795676,18.44352091708504,13.620760447731744,-0.0025457965075091587,0.004704371864450043
Stede Broec,2889.128,22138.0,1529.0,1448.0,34.6,0.42632577468606014,3.0,74.1,10.923924560288196,43.069916020516196,2,163,1,5.093750200806762,3.543853682063679,3.7628247492270206,-0.8525514956592365,2.3909552977187185,7.968710005472985,-0.7794165454915034,-0.08888065210656393,0.40552055723176617,12.178929027874714,19.16688932197579,0.06927505082593018,-0.03604293156937655
Steenwijkerland,2416.860927152318,45376.0,157.0,28831.0,34.4,0.4510974964739069,3.1,73.4,15.252332795935317,62.8585445882284,1,125,1,4.8283137373023015,3.5380565643793527,4.140886877875617,-0.7960717844082661,2.7247324615799355,7.7902248395992535,-0.4456393816302864,-0.35431711561102475,0.7835826858803623,13.155863174719919,19.993500997061677,0.15789766030192376,-0.2776367571038696
Stein,2162.8802816901407,24772.0,1184.0,2092.0,34.2,0.4772727272727273,3.0,69.1,17.711240801826946,13.872563664450837,1,70,1,4.248495242049359,3.5322256440685598,2.629913052463171,-0.7396671961948381,2.87419951155546,7.679196076150432,-0.29617233165476176,-0.9341356108639669,-0.7273911395320836,12.211022949543965,11.173173090393288,0.27666512195132625,0.6794819664638398
Stichtse Vecht,3827.5702479338843,65771.0,685.0,9604.0,41.0,0.4394185887397181,3.0,74.4,25.583889830801702,12.096967660239269,2,267,1,5.58724865840025,3.713572066704308,2.49295481460382,-0.8223028151023315,3.2419628499066584,8.24998548084059,0.07159100669643648,0.4046178054869234,-0.8643493773914344,18.113652583724427,13.928758443347636,0.028966996022111766,-0.3497311482541107
Súdwest-Fryslân,2206.53642384106,90883.0,174.0,52270.0,33.6,0.4716503636543688,3.5,72.6,18.70990318441619,71.26208038113226,7,344,1,5.840641657373398,3.5145260669691587,4.266364353985791,-0.7515173228606656,2.9290529657357953,7.699179336092529,-0.2413188774744266,0.6580108044600719,0.9090601619905367,17.107548768329583,24.91830537142236,-0.15879042869834897,0.5981714084939963
Teylingen,4022.344537815126,38510.0,1360.0,2832.0,41.3,0.4325370033757466,2.9,77.1,25.778951792039383,21.491971676162954,2,195,1,5.272999558563747,3.7208624999669873,3.0676794549875637,-0.8380873993318467,3.24955833694971,8.299620229969307,0.07918649373948794,0.09036870565042054,-0.28962473700769076,17.134919676262964,16.175872411964498,0.007155980944232655,-0.026173012607728467
Tiel,3197.4347826086955,42604.0,1299.0,3280.0,33.0,0.4350295746878227,3.8,72.9,26.351570087406927,30.130993315419243,2,205,1,5.323009979138408,3.4965075614664802,3.405554320252929,-0.8323412624164197,3.27152785907205,8.070104136875543,0.10115601586182787,0.1403791262250813,0.04825012825767461,17.41437544086983,18.127799631204258,0.014200193119093861,0.006773310845060466
Tilburg,3346.765765765766,227707.0,1809.0,12589.0,31.4,0.46227827866512666,4.0,73.2,37.28720170238638,32.068954140765875,3,463,1,6.137727054086234,3.4468078929142076,3.467888401410453,-0.7715882344581753,3.6186501498728667,8.115749715423798,0.4482783066626448,0.9550962011729078,0.11058420941519875,22.2102869241479,21.2849524618888,0.4281489077617159,0.10561855832216564
Twenterand,2284.858108108108,33867.0,319.0,10614.0,33.1,0.4138541943484808,2.9,74.1,14.982876712328766,85.75193881737513,2,97,1,4.574710978503383,3.4995332823830174,4.451458695905607,-0.882241554753484,2.706907996523433,7.7340592042921505,-0.4634638466867891,-0.6079198744099434,1.0941545039103522,12.383321729494345,20.36413696651373,0.2817488834713821,-0.6651582686022552
Tytsjerksteradiel,2171.1456953642382,32408.0,218.0,14863.0,33.8,0.4385028388052333,3.1,73.2,11.969601013299556,40.151409467567866,1,62,1,4.127134385045092,3.520460802488973,3.6926575448218797,-0.824388993290665,2.4823701867920915,7.683010277421205,-0.6880016564181304,-1.0554964678682346,0.33535335282662526,10.245075354320448,15.240093925430566,0.7261833182368314,-0.3539642793962728
Uitgeest,3499.4552845528456,13472.0,703.0,1916.0,38.9,0.4225059382422803,2.9,76.7,20.2389318341532,21.136880700260246,1,182,1,5.204006687076795,3.660994250624401,3.0510194151679393,-0.861551777272365,3.007608068034185,8.160362602380534,-0.16276377517603713,0.021375834163468888,-0.30628477682731514,15.651612498156018,15.87752543893509,-0.0034792114659831035,-0.006547092596255767
Utrecht,4993.747368421053,367947.0,3924.0,9377.0,34.9,0.44952126257314234,4.0,77.3,58.11064087061669,3.1724436648173664,9,2258,1,7.722234744709607,3.5524868292083815,1.1545021631019703,-0.799572123468083,4.062348794603324,8.515941882539938,0.8919769513931017,2.539603891796281,-2.2028020288932844,31.370411006814976,8.915336716748433,2.2652681371505032,-5.594244605434128
Utrechtse Heuvelrug,4280.318181818182,50429.0,382.0,13202.0,42.3,0.43865632869975607,3.1,73.4,25.030513991230052,19.297531543065066,2,256,1,5.545177444479562,3.7447870860522325,2.9599771884079704,-0.8240390228365546,3.220095640240036,8.36178262735895,0.04972379702981389,0.36254659156623603,-0.397327003587284,17.856001713326023,16.41359874133391,0.018027193132890355,-0.14404955088779545
Valkenburg aan de Geul,2601.034722222222,16423.0,447.0,3673.0,35.8,0.5095293186384948,3.0,69.2,35.93451242829828,9.355331067701929,2,177,1,5.176149732573829,3.5779478934066544,2.235946348485425,-0.6742678840328568,3.581698182671916,7.863664614925953,0.41132633946169417,-0.006481120339497437,-1.1213578435098293,18.539406090397407,11.573593093762263,-0.0026658555048562132,0.0072676551274265385
Veendam,2176.516129032258,27616.0,364.0,7593.0,31.3,0.4712123406720742,3.6,70.6,21.37862137862138,25.46398617108893,1,62,1,4.127134385045092,3.443618097546108,3.2372651469027094,-0.7524464571063971,3.062391421694722,7.685480771501195,-0.1079804215154998,-1.0554964678682346,-0.12003904509254504,12.638900936943411,13.360628301290221,0.11397295350853316,0.12670078810145702
Veenendaal,3540.990990990991,68525.0,3528.0,1942.0,35.0,0.42711419190076616,3.3,74.8,39.61664616646166,30.59629128380962,2,146,1,4.983606621708336,3.5553480614894135,3.4208788017375342,-0.8507038731670659,3.679249387673803,8.172161907909569,0.5088775444635809,-0.1990242312049899,0.0635746097422798,18.335931611327506,17.048314248400853,-0.10127896206434726,-0.012652887828114499
Velsen,4322.57281553398,68790.0,1528.0,4503.0,35.8,0.46261084459950574,3.3,73.6,39.76683530779625,20.670400647708398,3,232,1,5.44673737166631,3.5779478934066544,3.028702756558968,-0.7708690867455542,3.68303328119281,8.37160606311457,0.512661437982588,0.26410651875298363,-0.3286014354362865,20.06051501376367,16.4965484918185,0.13539722768447993,-0.08678578117031094
Venlo,2465.9922480620153,103328.0,832.0,12416.0,32.2,0.4698919944255187,3.7,70.8,31.726154923485677,48.36477515423293,3,438,1,6.082218910376446,3.4719664525503626,3.878771762688171,-0.7552524097805315,3.4571414171454204,7.810349540192186,0.28676957393519853,0.8995880574631201,0.5214675706929164,21.0270909032075,23.591538964056173,0.25797448395589184,0.4691059989496529
Venray,2445.046357615894,44628.0,273.0,16318.0,34.9,0.442704131935108,3.3,73.1,18.687047628688568,36.21152904733802,1,90,1,4.499809670330265,3.5524868292083815,3.589377550097771,-0.8148536057996654,2.927830643697429,7.801819361899331,-0.24254119951279307,-0.6828211825830612,0.23207335810251672,13.174680643598975,16.151515810396305,0.16561226867643955,-0.15846460482558272
Vijfheerenlanden,3241.8110236220473,60052.0,411.0,14628.0,36.5,0.4165223472990075,3.0,75.1,21.085035781393675,17.7098537364032,1,62,1,4.127134385045092,3.597312260588446,2.8741211929465895,-0.8758151638350068,3.0485635842041345,8.083887410535631,-0.12180825900608738,-1.0554964678682346,-0.4831829990486649,12.581831593365191,11.861884402196688,0.1285681871381043,0.5099979488298464
Vlissingen,2586.0377358490564,45150.0,1314.0,3437.0,31.3,0.5147951273532669,3.4,70.4,36.95736350729252,78.87982872778753,2,181,1,5.198497031265826,3.443618097546108,4.367925538991154,-0.6639862684307042,3.6097649105519656,7.857882151587693,0.43939306734174366,0.015866178352499816,1.0106213469959,18.765352171071942,22.706647947235698,0.006971488773296067,0.016034698538280552
Voerendaal,2331.35,12405.0,394.0,3151.0,36.7,0.4712615880693269,2.8,71.4,12.692439274717756,15.921794371921235,3,219,1,5.389071729816501,3.6027767550605247,2.7676888858688367,-0.7523419504547101,2.5410064834842805,7.754202777914502,-0.6293653597259414,0.2064408769031747,-0.5896153061264178,13.693666205425576,14.915273931763076,-0.12992673675430533,-0.12172070083227148
Voorschoten,4420.140495867769,25665.0,2309.0,1111.0,42.2,0.45088642119618155,3.1,73.6,36.10438990667127,11.11762761351441,2,260,1,5.560681631015528,3.742420221041966,2.408531921952928,-0.7965398088983779,3.5864144620085767,8.393926760961989,0.4160426187983548,0.37805077810220133,-0.9487722700423262,19.942909020099528,13.393079216118172,0.15728523576039558,-0.35868409493129333
Voorst,3244.678082191781,25215.0,205.0,12293.0,37.9,0.43378941106484237,2.6,73.8,16.456390565002742,68.31677581538072,2,113,1,4.727387818712341,3.634951112088381,4.224155355968895,-0.8351960906041076,2.8007138859656293,8.084771419961893,-0.3696579572445926,-0.45524303420098544,0.8668511639736405,13.24006070821242,19.969220574155845,0.1682842100725665,-0.39462795408801604
Vught,4209.298611111111,32113.0,535.0,6002.0,44.1,0.43446579266963536,2.7,75.5,23.04329128440367,29.53656196130281,1,63,1,4.143134726391533,3.7864597824528,3.3856288844565756,-0.8336380654089648,3.13737467651105,8.345051312110794,-0.03299716669917174,-1.0394961265217937,0.028324692461321188,12.998565971954333,14.027116601866265,0.03430042696998295,-0.029443408098464425
Waadhoeke,1745.1847133757963,46718.0,164.0,28542.0,32.5,0.4596943362301468,3.3,72.4,10.337120506612033,63.56954483174513,3,169,1,5.1298987149230735,3.481240089335692,4.152134500811705,-0.7771934968241725,2.3357413493119563,7.46461568197192,-0.8346304938982656,-0.05273213799025278,0.7948303088164508,11.98211654622809,21.300029439901724,0.04401185037511617,-0.041913101523344314
Waddinxveen,3298.6,32601.0,1175.0,2775.0,36.9,0.4112757277384129,2.9,76.9,30.921837708830544,17.293340561696322,4,438,1,6.082218910376446,3.6082115510464816,2.85032148876557,-0.888491419009097,3.4314626562619517,8.101253415014053,0.26109081305172976,0.8995880574631201,-0.5069827032296845,20.870907058167035,17.336279259622295,0.23487417733467222,-0.4560755851657934
Weert,2607.764705882353,50872.0,488.0,10425.0,34.8,0.46383079100487495,3.3,71.6,26.868960840820478,26.403462184890326,1,197,1,5.2832037287379885,3.5496173867804286,3.2734951449207887,-0.7682354678242779,3.290971748296397,7.866248698839327,0.12059990508617524,0.10057287582466223,-0.08380904707446568,17.386874211770902,17.294541755651213,0.012129079278697955,-0.008428916884403509
West Betuwe,3158.191489361702,52720.0,244.0,21593.0,39.0,0.40680955993930196,2.8,76.0,10.243856949689933,26.220310786103127,2,304,1,5.717027701406222,3.6635616461296463,3.266534331282208,-0.8994101147414274,2.3266782039377403,8.057754829253946,-0.8436936392724816,0.5343968484928956,-0.09076986071304649,13.301683744170136,18.67486725953483,-0.4508672219207161,-0.04850712750319114
Westerkwartier,2082.9939393939394,64946.0,179.0,36263.0,34.9,0.4298032211375604,2.9,74.2,9.97707243677008,15.27553850235674,2,147,1,4.990432586778736,3.5524868292083815,2.726252758273032,-0.8444278002984127,2.3002897042808863,7.641561531700301,-0.8700821389293356,-0.19219826613459023,-0.6310514337222224,11.479440699274956,13.605180604681152,0.16722827849689395,0.12128699140315843
Westervoort,3053.72268907563,15114.0,2155.0,701.0,33.4,0.4476644170967315,3.3,71.6,13.287023352054389,59.99767974441769,1,107,1,4.672828834461906,3.5085558999826545,4.094305890547989,-0.8037113962400114,2.586787871119058,8.024116679126514,-0.583583972091164,-0.5098020184514205,0.737001698552735,12.087616952801461,19.131990622459877,0.2975122869079728,-0.3757249535243096
Weststellingwerf,2521.9103448275864,26467.0,120.0,22020.0,32.5,0.4504099444591378,3.2,71.3,11.668484187568156,52.97061134150365,1,59,1,4.07753744390572,3.481240089335692,3.9697372567679863,-0.7975971232282446,2.4568915481935325,7.832771966657285,-0.7134802950166894,-1.1050934090076066,0.6124330647727318,10.018067283374624,16.186752306939038,0.7884623714797462,-0.6767957433386745
Wierden,2760.376712328767,24862.0,263.0,9460.0,38.4,0.4035878046818438,2.6,76.4,14.989037273270878,97.25486741500197,1,133,1,4.890349128221754,3.648057459593681,4.577335031785935,-0.9073612073074624,2.707319085453678,7.923122439371478,-0.463052757756544,-0.29228172469157254,1.220030839790681,13.23973552936651,22.38476638227324,0.13534185866027162,-0.35659271803092785
Wijchen,3038.7969924812032,41537.0,629.0,6604.0,36.4,0.4409803307894167,3.0,74.6,18.496478681006714,46.81130859240187,1,113,1,4.727387818712341,3.5945687746426946,3.846124810323966,-0.818755005914505,2.9175803723998195,8.019216989922509,-0.25279147081040243,-0.45524303420098544,0.4888206183287114,13.792533912597122,18.182123577572828,0.11508155619185745,-0.2225321814679644
Winterswijk,1994.8980891719746,29253.0,212.0,13813.0,33.6,0.45721806310463886,3.1,72.1,22.57196261682243,106.2300384896486,2,193,1,5.262690188904886,3.5145260669691587,4.665606917115575,-0.7825948397390213,3.1167085439307227,7.598348244897359,-0.0536632992794992,0.08005933599155934,1.3083027251203205,16.402271475820246,24.553643747990908,-0.004296248107433031,0.10474184744908045
Woerden,3942.951612903226,53244.0,601.0,8855.0,39.6,0.4276350386898054,2.9,76.9,28.833062497255042,15.304303641109165,1,278,1,5.627621113690637,3.6788291182604347,2.7281340725781624,-0.8494851605087451,3.361522732066823,8.279684862157191,0.19115088885660114,0.44499026077731063,-0.629170119417092,18.917376301130286,15.352904907819692,0.08506028388011366,-0.27997457551270344
Zaanstad,3757.7961165048546,159618.0,2165.0,7374.0,34.1,0.4398626721297097,3.6,72.3,37.328015952143566,13.908183469318493,6,754,1,6.625392368007956,3.5292973842894715,2.6324774056978417,-0.8212927095820316,3.6197441426295924,8.231587925309757,0.4493722994193705,1.44276151509463,-0.7248267862974127,23.982225216719605,17.441195712663866,0.6483370595518487,-1.0457521923796267
Zaltbommel,3123.6758620689657,30349.0,386.0,7865.0,36.6,0.3989258295166233,3.0,76.2,13.347650119765426,33.331301018923895,1,92,1,4.5217885770490405,3.600048240407321,3.506496926028987,-0.9189797703079162,2.591340348361392,8.046765748236131,-0.57903149484883,-0.6608422758642858,0.14919273403373268,11.717493186466823,15.855637745575448,0.3826484908530003,-0.098592865901267
Zandvoort,5740.198113207547,17542.0,547.0,3208.0,37.5,0.560084368943108,3.5,69.5,52.80407124681934,24.514560633536917,1,90,1,4.499809670330265,3.624340932976365,3.199267252590434,-0.5796678477738649,3.966588294686964,8.65524900321409,0.796216451476742,-0.6828211825830612,-0.15803693940482022,17.848892366651235,14.396093721177374,-0.5436734589894375,0.10791096985620693
Zeist,4582.44537815126,66629.0,1374.0,4850.0,40.4,0.4519203349892689,3.6,73.1,45.60459632692371,9.164305970454409,1,130,1,4.867534450455582,3.698829784967104,2.2153161523418605,-0.794249364707508,3.820008508083764,8.429988059981339,0.6496366648735421,-0.31509640245774406,-1.141988039653394,18.594023014131153,10.783127690174712,-0.20469817600630022,0.359836322944556
Zevenaar,2641.871212121212,45042.0,486.0,9262.0,33.8,0.4591048354868789,3.2,71.7,18.090816770636877,68.49349864606046,1,148,1,4.997212273764115,3.520460802488973,4.226738830487425,-0.7784766952472958,2.8954044487824757,7.879242737535768,-0.2749673944277462,-0.18541857914921156,0.8694346384921703,14.46895064896701,21.12191116170714,0.05098406358715353,-0.16120933533232662
Zoetermeer,3626.3055555555557,126998.0,3689.0,3443.0,35.5,0.4487550985054883,3.7,71.6,42.96292397045147,13.00265438308106,3,279,1,5.631211781821365,3.56953269648137,2.5651535199328888,-0.8012779776720718,3.7603375105113503,8.195969655705865,0.5899656673011284,0.44858092890803913,-0.7921506720623657,21.17525689281634,14.44492272362663,0.2646473470617914,-0.3553436843088635
Zuidplas,3720.736,46981.0,811.0,5796.0,39.6,0.4051212192162789,2.9,76.4,21.179004886250198,12.086396993520411,1,79,1,4.3694478524670215,3.6788291182604347,2.4920806047869966,-0.903568949952053,3.0530103554174732,8.221676777159933,-0.11736148779274869,-0.8131830004463048,-0.8652235872082579,13.339969541038457,10.889016246761258,0.09543636678014975,0.7035851127029261
Zutphen,3098.0593220338983,48510.0,1186.0,4092.0,33.2,0.48198309626881053,3.5,70.3,33.96775159317394,76.19381061233595,1,318,1,5.762051382780177,3.502549875922443,4.33328023383373,-0.7298462355282238,3.5254115919682496,8.03853116928732,0.3550397487580277,0.5794205298668507,0.975976041838476,20.313602738369916,24.968583363335654,0.20571731934916992,0.5655005552994014
Zwijndrecht,3218.1603773584907,45018.0,2217.0,2031.0,34.4,0.46265938069216755,3.5,72.0,39.821394276934896,14.44209687185162,1,125,1,4.8283137373023015,3.5380565643793527,2.6701473356544385,-0.7707641744909941,3.6844043125116284,8.076565163898573,0.5140324693014064,-0.35431711561102475,-0.6871568563408159,17.78945995587574,12.892309061361464,-0.18213050185328697,0.2434714353110172
Zwolle,3727.490909090909,132411.0,1196.0,11067.0,34.2,0.45672187356035376,3.4,76.2,36.08102521703183,82.93656265882358,2,781,1,6.660575149839686,3.5322256440685598,4.418076010251,-0.7836806651267312,3.585767109896925,8.22349060776024,0.4153952666867031,1.4779442969263599,1.0607718182557457,23.88327130529193,29.426927283980678,0.6139310653698172,1.5677616591312846
